Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
93,Papua Selatan,Tepung Terigu Kemasan,2025,Februari,-
94,Papua Tengah,Tepung Terigu Kemasan,2025,Februari,"Rp17,606"
95,Papua Pegunungan ,Tepung Terigu Kemasan,2025,Februari,"Rp40,000"
11,Aceh,Jagung Tingkat Peternak,2025,Februari,"Rp7,000"
12,Sumatera Utara,Jagung Tingkat Peternak,2025,Februari,"Rp6,260"
13,Sumatera Barat,Jagung Tingkat Peternak,2025,Februari,"Rp6,057"
14,Riau,Jagung Tingkat Peternak,2025,Februari,"Rp6,726"
15,Jambi,Jagung Tingkat Peternak,2025,Februari,"Rp7,169"
16,Sumatera Selatan,Jagung Tingkat Peternak,2025,Februari,"Rp6,100"
17,Bengkulu,Jagung Tingkat Peternak,2025,Februari,-
18,Lampung,Jagung Tingkat Peternak,2025,Februari,"Rp6,008"
19,Kepulauan Bangka Belitung,Jagung Tingkat Peternak,2025,Februari,-
21,Kepulauan Riau,Jagung Tingkat Peternak,2025,Februari,"Rp7,325"
31,DKI Jakarta,Jagung Tingkat Peternak,2025,Februari,-
32,Jawa Barat,Jagung Tingkat Peternak,2025,Februari,"Rp5,473"
33,Jawa Tengah,Jagung Tingkat Peternak,2025,Februari,"Rp5,431"
34,DI Yogyakarta,Jagung Tingkat Peternak,2025,Februari,"Rp6,114"
35,Jawa Timur,Jagung Tingkat Peternak,2025,Februari,"Rp5,541"
36,Banten,Jagung Tingkat Peternak,2025,Februari,"Rp7,965"
51,Bali,Jagung Tingkat Peternak,2025,Februari,"Rp6,328"
52,Nusa Tenggara Barat,Jagung Tingkat Peternak,2025,Februari,"Rp4,771"
53,Nusa Tenggara Timur,Jagung Tingkat Peternak,2025,Februari,"Rp8,363"
61,Kalimantan Barat,Jagung Tingkat Peternak,2025,Februari,"Rp5,700"
62,Kalimantan Tengah,Jagung Tingkat Peternak,2025,Februari,"Rp10,130"
63,Kalimantan Selatan,Jagung Tingkat Peternak,2025,Februari,"Rp7,031"
64,Kalimantan Timur,Jagung Tingkat Peternak,2025,Februari,"Rp7,535"
65,Kalimantan Utara,Jagung Tingkat Peternak,2025,Februari,-
71,Sulawesi Utara,Jagung Tingkat Peternak,2025,Februari,"Rp6,630"
72,Sulawesi Tengah,Jagung Tingkat Peternak,2025,Februari,"Rp6,005"
73,Sulawesi Selatan,Jagung Tingkat Peternak,2025,Februari,"Rp5,764"
74,Sulawesi Tenggara,Jagung Tingkat Peternak,2025,Februari,"Rp6,465"
75,Gorontalo,Jagung Tingkat Peternak,2025,Februari,-
76,Sulawesi Barat,Jagung Tingkat Peternak,2025,Februari,"Rp7,335"
81,Maluku,Jagung Tingkat Peternak,2025,Februari,"Rp8,064"
82,Maluku Utara,Jagung Tingkat Peternak,2025,Februari,"Rp10,324"
92,Papua Barat,Jagung Tingkat Peternak,2025,Februari,"Rp9,856"
91,Papua,Jagung Tingkat Peternak,2025,Februari,"Rp5,807"
96,Papua Barat Daya,Jagung Tingkat Peternak,2025,Februari,"Rp9,045"
93,Papua Selatan,Jagung Tingkat Peternak,2025,Februari,-
94,Papua Tengah,Jagung Tingkat Peternak,2025,Februari,"Rp8,150"
95,Papua Pegunungan ,Jagung Tingkat Peternak,2025,Februari,-
11,Aceh,Ikan Kembung,2025,Februari,"Rp46,584"
12,Sumatera Utara,Ikan Kembung,2025,Februari,"Rp44,789"
13,Sumatera Barat,Ikan Kembung,2025,Februari,"Rp52,370"
14,Riau,Ikan Kembung,2025,Februari,"Rp40,956"
15,Jambi,Ikan Kembung,2025,Februari,"Rp37,335"
16,Sumatera Selatan,Ikan Kembung,2025,Februari,"Rp36,601"
17,Bengkulu,Ikan Kembung,2025,Februari,"Rp55,300"
18,Lampung,Ikan Kembung,2025,Februari,"Rp32,583"
19,Kepulauan Bangka Belitung,Ikan Kembung,2025,Februari,"Rp46,670"
21,Kepulauan Riau,Ikan Kembung,2025,Februari,"Rp37,375"
31,DKI Jakarta,Ikan Kembung,2025,Februari,"Rp40,146"
32,Jawa Barat,Ikan Kembung,2025,Februari,"Rp40,977"
33,Jawa Tengah,Ikan Kembung,2025,Februari,"Rp32,359"
34,DI Yogyakarta,Ikan Kembung,2025,Februari,"Rp39,073"
35,Jawa Timur,Ikan Kembung,2025,Februari,"Rp34,157"
36,Banten,Ikan Kembung,2025,Februari,"Rp39,870"
51,Bali,Ikan Kembung,2025,Februari,"Rp39,766"
52,Nusa Tenggara Barat,Ikan Kembung,2025,Februari,"Rp46,239"
53,Nusa Tenggara Timur,Ikan Kembung,2025,Februari,"Rp44,592"
61,Kalimantan Barat,Ikan Kembung,2025,Februari,"Rp44,049"
62,Kalimantan Tengah,Ikan Kembung,2025,Februari,"Rp45,405"
63,Kalimantan Selatan,Ikan Kembung,2025,Februari,"Rp37,110"
64,Kalimantan Timur,Ikan Kembung,2025,Februari,"Rp40,422"
65,Kalimantan Utara,Ikan Kembung,2025,Februari,"Rp36,294"
71,Sulawesi Utara,Ikan Kembung,2025,Februari,"Rp26,919"
72,Sulawesi Tengah,Ikan Kembung,2025,Februari,"Rp34,175"
73,Sulawesi Selatan,Ikan Kembung,2025,Februari,"Rp43,503"
74,Sulawesi Tenggara,Ikan Kembung,2025,Februari,"Rp35,848"
75,Gorontalo,Ikan Kembung,2025,Februari,"Rp29,816"
76,Sulawesi Barat,Ikan Kembung,2025,Februari,"Rp37,213"
81,Maluku,Ikan Kembung,2025,Februari,"Rp31,466"
82,Maluku Utara,Ikan Kembung,2025,Februari,"Rp41,081"
92,Papua Barat,Ikan Kembung,2025,Februari,"Rp50,412"
91,Papua,Ikan Kembung,2025,Februari,"Rp56,991"
96,Papua Barat Daya,Ikan Kembung,2025,Februari,"Rp34,022"
93,Papua Selatan,Ikan Kembung,2025,Februari,-
94,Papua Tengah,Ikan Kembung,2025,Februari,"Rp49,033"
95,Papua Pegunungan ,Ikan Kembung,2025,Februari,"Rp93,000"
11,Aceh,Ikan Tongkol,2025,Februari,"Rp31,344"
12,Sumatera Utara,Ikan Tongkol,2025,Februari,"Rp34,355"
13,Sumatera Barat,Ikan Tongkol,2025,Februari,"Rp39,927"
14,Riau,Ikan Tongkol,2025,Februari,"Rp30,764"
15,Jambi,Ikan Tongkol,2025,Februari,"Rp29,999"
16,Sumatera Selatan,Ikan Tongkol,2025,Februari,"Rp27,014"
17,Bengkulu,Ikan Tongkol,2025,Februari,"Rp27,972"
18,Lampung,Ikan Tongkol,2025,Februari,"Rp28,911"
19,Kepulauan Bangka Belitung,Ikan Tongkol,2025,Februari,"Rp31,666"
21,Kepulauan Riau,Ikan Tongkol,2025,Februari,"Rp29,491"
31,DKI Jakarta,Ikan Tongkol,2025,Februari,"Rp40,600"
32,Jawa Barat,Ikan Tongkol,2025,Februari,"Rp36,312"
33,Jawa Tengah,Ikan Tongkol,2025,Februari,"Rp31,020"
34,DI Yogyakarta,Ikan Tongkol,2025,Februari,"Rp33,758"
35,Jawa Timur,Ikan Tongkol,2025,Februari,"Rp31,153"
36,Banten,Ikan Tongkol,2025,Februari,"Rp34,706"
51,Bali,Ikan Tongkol,2025,Februari,"Rp31,011"
52,Nusa Tenggara Barat,Ikan Tongkol,2025,Februari,"Rp31,987"
53,Nusa Tenggara Timur,Ikan Tongkol,2025,Februari,"Rp38,838"
61,Kalimantan Barat,Ikan Tongkol,2025,Februari,"Rp39,624"
62,Kalimantan Tengah,Ikan Tongkol,2025,Februari,"Rp37,637"
63,Kalimantan Selatan,Ikan Tongkol,2025,Februari,"Rp33,893"
64,Kalimantan Timur,Ikan Tongkol,2025,Februari,"Rp32,209"
65,Kalimantan Utara,Ikan Tongkol,2025,Februari,"Rp31,394"
71,Sulawesi Utara,Ikan Tongkol,2025,Februari,"Rp27,424"
72,Sulawesi Tengah,Ikan Tongkol,2025,Februari,"Rp28,868"
73,Sulawesi Selatan,Ikan Tongkol,2025,Februari,"Rp34,280"
74,Sulawesi Tenggara,Ikan Tongkol,2025,Februari,"Rp30,831"
75,Gorontalo,Ikan Tongkol,2025,Februari,"Rp27,343"
76,Sulawesi Barat,Ikan Tongkol,2025,Februari,"Rp27,934"
81,Maluku,Ikan Tongkol,2025,Februari,"Rp32,517"
82,Maluku Utara,Ikan Tongkol,2025,Februari,"Rp31,063"
92,Papua Barat,Ikan Tongkol,2025,Februari,"Rp55,480"
91,Papua,Ikan Tongkol,2025,Februari,"Rp40,581"
96,Papua Barat Daya,Ikan Tongkol,2025,Februari,"Rp37,527"
93,Papua Selatan,Ikan Tongkol,2025,Februari,-
94,Papua Tengah,Ikan Tongkol,2025,Februari,"Rp59,012"
95,Papua Pegunungan ,Ikan Tongkol,2025,Februari,"Rp100,000"
11,Aceh,Ikan Bandeng,2025,Februari,"Rp36,654"
12,Sumatera Utara,Ikan Bandeng,2025,Februari,"Rp42,436"
13,Sumatera Barat,Ikan Bandeng,2025,Februari,"Rp53,597"
14,Riau,Ikan Bandeng,2025,Februari,"Rp32,007"
15,Jambi,Ikan Bandeng,2025,Februari,"Rp29,221"
16,Sumatera Selatan,Ikan Bandeng,2025,Februari,"Rp27,628"
17,Bengkulu,Ikan Bandeng,2025,Februari,-
18,Lampung,Ikan Bandeng,2025,Februari,"Rp25,871"
19,Kepulauan Bangka Belitung,Ikan Bandeng,2025,Februari,"Rp27,992"
21,Kepulauan Riau,Ikan Bandeng,2025,Februari,"Rp39,787"
31,DKI Jakarta,Ikan Bandeng,2025,Februari,"Rp42,085"
32,Jawa Barat,Ikan Bandeng,2025,Februari,"Rp37,175"
33,Jawa Tengah,Ikan Bandeng,2025,Februari,"Rp33,249"
34,DI Yogyakarta,Ikan Bandeng,2025,Februari,"Rp38,155"
35,Jawa Timur,Ikan Bandeng,2025,Februari,"Rp32,467"
36,Banten,Ikan Bandeng,2025,Februari,"Rp34,934"
51,Bali,Ikan Bandeng,2025,Februari,"Rp37,640"
52,Nusa Tenggara Barat,Ikan Bandeng,2025,Februari,"Rp40,181"
53,Nusa Tenggara Timur,Ikan Bandeng,2025,Februari,"Rp55,000"
61,Kalimantan Barat,Ikan Bandeng,2025,Februari,"Rp33,939"
62,Kalimantan Tengah,Ikan Bandeng,2025,Februari,"Rp32,450"
63,Kalimantan Selatan,Ikan Bandeng,2025,Februari,"Rp26,931"
64,Kalimantan Timur,Ikan Bandeng,2025,Februari,"Rp31,617"
65,Kalimantan Utara,Ikan Bandeng,2025,Februari,"Rp25,517"
71,Sulawesi Utara,Ikan Bandeng,2025,Februari,"Rp35,567"
72,Sulawesi Tengah,Ikan Bandeng,2025,Februari,"Rp30,639"
73,Sulawesi Selatan,Ikan Bandeng,2025,Februari,"Rp31,318"
74,Sulawesi Tenggara,Ikan Bandeng,2025,Februari,"Rp30,623"
75,Gorontalo,Ikan Bandeng,2025,Februari,"Rp23,585"
76,Sulawesi Barat,Ikan Bandeng,2025,Februari,"Rp31,182"
81,Maluku,Ikan Bandeng,2025,Februari,"Rp30,000"
82,Maluku Utara,Ikan Bandeng,2025,Februari,"Rp45,926"
92,Papua Barat,Ikan Bandeng,2025,Februari,"Rp69,748"
91,Papua,Ikan Bandeng,2025,Februari,"Rp50,435"
96,Papua Barat Daya,Ikan Bandeng,2025,Februari,"Rp57,550"
93,Papua Selatan,Ikan Bandeng,2025,Februari,-
94,Papua Tengah,Ikan Bandeng,2025,Februari,"Rp52,347"
95,Papua Pegunungan ,Ikan Bandeng,2025,Februari,"Rp98,000"
11,Aceh,Garam Konsumsi,2025,Februari,"Rp14,786"
12,Sumatera Utara,Garam Konsumsi,2025,Februari,"Rp12,900"
13,Sumatera Barat,Garam Konsumsi,2025,Februari,"Rp15,460"
14,Riau,Garam Konsumsi,2025,Februari,"Rp11,408"
15,Jambi,Garam Konsumsi,2025,Februari,"Rp11,755"
16,Sumatera Selatan,Garam Konsumsi,2025,Februari,"Rp11,393"
17,Bengkulu,Garam Konsumsi,2025,Februari,"Rp14,071"
18,Lampung,Garam Konsumsi,2025,Februari,"Rp14,470"
19,Kepulauan Bangka Belitung,Garam Konsumsi,2025,Februari,"Rp9,642"
21,Kepulauan Riau,Garam Konsumsi,2025,Februari,"Rp10,733"
31,DKI Jakarta,Garam Konsumsi,2025,Februari,"Rp11,220"
32,Jawa Barat,Garam Konsumsi,2025,Februari,"Rp10,425"
33,Jawa Tengah,Garam Konsumsi,2025,Februari,"Rp10,810"
34,DI Yogyakarta,Garam Konsumsi,2025,Februari,"Rp11,380"
35,Jawa Timur,Garam Konsumsi,2025,Februari,"Rp9,510"
36,Banten,Garam Konsumsi,2025,Februari,"Rp10,191"
51,Bali,Garam Konsumsi,2025,Februari,"Rp12,021"
52,Nusa Tenggara Barat,Garam Konsumsi,2025,Februari,"Rp10,394"
53,Nusa Tenggara Timur,Garam Konsumsi,2025,Februari,"Rp11,555"
61,Kalimantan Barat,Garam Konsumsi,2025,Februari,"Rp12,974"
62,Kalimantan Tengah,Garam Konsumsi,2025,Februari,"Rp10,555"
63,Kalimantan Selatan,Garam Konsumsi,2025,Februari,"Rp10,154"
64,Kalimantan Timur,Garam Konsumsi,2025,Februari,"Rp12,868"
65,Kalimantan Utara,Garam Konsumsi,2025,Februari,"Rp11,735"
71,Sulawesi Utara,Garam Konsumsi,2025,Februari,"Rp12,069"
72,Sulawesi Tengah,Garam Konsumsi,2025,Februari,"Rp10,648"
73,Sulawesi Selatan,Garam Konsumsi,2025,Februari,"Rp9,537"
74,Sulawesi Tenggara,Garam Konsumsi,2025,Februari,"Rp11,552"
75,Gorontalo,Garam Konsumsi,2025,Februari,"Rp10,388"
76,Sulawesi Barat,Garam Konsumsi,2025,Februari,"Rp10,399"
81,Maluku,Garam Konsumsi,2025,Februari,"Rp16,115"
82,Maluku Utara,Garam Konsumsi,2025,Februari,"Rp12,593"
92,Papua Barat,Garam Konsumsi,2025,Februari,"Rp10,380"
91,Papua,Garam Konsumsi,2025,Februari,"Rp14,411"
96,Papua Barat Daya,Garam Konsumsi,2025,Februari,"Rp10,253"
93,Papua Selatan,Garam Konsumsi,2025,Februari,-
94,Papua Tengah,Garam Konsumsi,2025,Februari,"Rp15,093"
95,Papua Pegunungan ,Garam Konsumsi,2025,Februari,"Rp20,000"
11,Aceh,Cabai Merah Besar,2025,Februari,"Rp49,697"
12,Sumatera Utara,Cabai Merah Besar,2025,Februari,"Rp56,103"
13,Sumatera Barat,Cabai Merah Besar,2025,Februari,"Rp52,347"
14,Riau,Cabai Merah Besar,2025,Februari,"Rp56,380"
15,Jambi,Cabai Merah Besar,2025,Februari,"Rp44,820"
16,Sumatera Selatan,Cabai Merah Besar,2025,Februari,"Rp52,490"
17,Bengkulu,Cabai Merah Besar,2025,Februari,"Rp48,125"
18,Lampung,Cabai Merah Besar,2025,Februari,"Rp54,001"
19,Kepulauan Bangka Belitung,Cabai Merah Besar,2025,Februari,"Rp67,146"
21,Kepulauan Riau,Cabai Merah Besar,2025,Februari,-
31,DKI Jakarta,Cabai Merah Besar,2025,Februari,"Rp62,759"
32,Jawa Barat,Cabai Merah Besar,2025,Februari,"Rp54,830"
33,Jawa Tengah,Cabai Merah Besar,2025,Februari,"Rp48,522"
34,DI Yogyakarta,Cabai Merah Besar,2025,Februari,"Rp58,649"
35,Jawa Timur,Cabai Merah Besar,2025,Februari,"Rp48,332"
36,Banten,Cabai Merah Besar,2025,Februari,"Rp56,623"
51,Bali,Cabai Merah Besar,2025,Februari,"Rp56,447"
52,Nusa Tenggara Barat,Cabai Merah Besar,2025,Februari,"Rp63,511"
53,Nusa Tenggara Timur,Cabai Merah Besar,2025,Februari,"Rp61,148"
61,Kalimantan Barat,Cabai Merah Besar,2025,Februari,"Rp65,405"
62,Kalimantan Tengah,Cabai Merah Besar,2025,Februari,"Rp77,339"
63,Kalimantan Selatan,Cabai Merah Besar,2025,Februari,"Rp61,794"
64,Kalimantan Timur,Cabai Merah Besar,2025,Februari,"Rp58,641"
65,Kalimantan Utara,Cabai Merah Besar,2025,Februari,"Rp71,858"
71,Sulawesi Utara,Cabai Merah Besar,2025,Februari,"Rp39,752"
72,Sulawesi Tengah,Cabai Merah Besar,2025,Februari,"Rp42,362"
73,Sulawesi Selatan,Cabai Merah Besar,2025,Februari,"Rp31,259"
74,Sulawesi Tenggara,Cabai Merah Besar,2025,Februari,"Rp48,388"
75,Gorontalo,Cabai Merah Besar,2025,Februari,-
76,Sulawesi Barat,Cabai Merah Besar,2025,Februari,"Rp33,859"
81,Maluku,Cabai Merah Besar,2025,Februari,"Rp56,546"
82,Maluku Utara,Cabai Merah Besar,2025,Februari,"Rp67,266"
92,Papua Barat,Cabai Merah Besar,2025,Februari,"Rp69,034"
91,Papua,Cabai Merah Besar,2025,Februari,"Rp57,940"
96,Papua Barat Daya,Cabai Merah Besar,2025,Februari,"Rp71,477"
93,Papua Selatan,Cabai Merah Besar,2025,Februari,-
94,Papua Tengah,Cabai Merah Besar,2025,Februari,"Rp69,426"
95,Papua Pegunungan ,Cabai Merah Besar,2025,Februari,"Rp140,000"
11,Aceh,Minyak Kita,2025,Februari,"Rp17,843"
12,Sumatera Utara,Minyak Kita,2025,Februari,"Rp17,299"
13,Sumatera Barat,Minyak Kita,2025,Februari,"Rp17,661"
14,Riau,Minyak Kita,2025,Februari,"Rp17,441"
15,Jambi,Minyak Kita,2025,Februari,"Rp17,414"
16,Sumatera Selatan,Minyak Kita,2025,Februari,"Rp17,725"
17,Bengkulu,Minyak Kita,2025,Februari,"Rp17,659"
18,Lampung,Minyak Kita,2025,Februari,"Rp17,743"
19,Kepulauan Bangka Belitung,Minyak Kita,2025,Februari,"Rp16,718"
21,Kepulauan Riau,Minyak Kita,2025,Februari,"Rp16,523"
31,DKI Jakarta,Minyak Kita,2025,Februari,"Rp17,929"
32,Jawa Barat,Minyak Kita,2025,Februari,"Rp17,521"
33,Jawa Tengah,Minyak Kita,2025,Februari,"Rp17,111"
34,DI Yogyakarta,Minyak Kita,2025,Februari,"Rp16,981"
35,Jawa Timur,Minyak Kita,2025,Februari,"Rp17,126"
36,Banten,Minyak Kita,2025,Februari,"Rp17,908"
51,Bali,Minyak Kita,2025,Februari,"Rp17,630"
52,Nusa Tenggara Barat,Minyak Kita,2025,Februari,"Rp18,090"
53,Nusa Tenggara Timur,Minyak Kita,2025,Februari,"Rp18,690"
61,Kalimantan Barat,Minyak Kita,2025,Februari,"Rp18,153"
62,Kalimantan Tengah,Minyak Kita,2025,Februari,"Rp17,251"
63,Kalimantan Selatan,Minyak Kita,2025,Februari,"Rp17,293"
64,Kalimantan Timur,Minyak Kita,2025,Februari,"Rp18,513"
65,Kalimantan Utara,Minyak Kita,2025,Februari,"Rp18,789"
71,Sulawesi Utara,Minyak Kita,2025,Februari,"Rp18,249"
72,Sulawesi Tengah,Minyak Kita,2025,Februari,"Rp18,069"
73,Sulawesi Selatan,Minyak Kita,2025,Februari,"Rp17,067"
74,Sulawesi Tenggara,Minyak Kita,2025,Februari,"Rp17,857"
75,Gorontalo,Minyak Kita,2025,Februari,"Rp17,645"
76,Sulawesi Barat,Minyak Kita,2025,Februari,"Rp17,297"
81,Maluku,Minyak Kita,2025,Februari,"Rp18,362"
82,Maluku Utara,Minyak Kita,2025,Februari,"Rp18,785"
92,Papua Barat,Minyak Kita,2025,Februari,"Rp18,288"
91,Papua,Minyak Kita,2025,Februari,"Rp19,127"
96,Papua Barat Daya,Minyak Kita,2025,Februari,"Rp18,964"
93,Papua Selatan,Minyak Kita,2025,Februari,-
94,Papua Tengah,Minyak Kita,2025,Februari,"Rp19,655"
95,Papua Pegunungan ,Minyak Kita,2025,Februari,"Rp20,000"
11,Aceh,Daging Kerbau Beku (Impor),2025,Februari,"Rp145,000"
12,Sumatera Utara,Daging Kerbau Beku (Impor),2025,Februari,"Rp137,400"
13,Sumatera Barat,Daging Kerbau Beku (Impor),2025,Februari,"Rp150,000"
14,Riau,Daging Kerbau Beku (Impor),2025,Februari,"Rp90,000"
15,Jambi,Daging Kerbau Beku (Impor),2025,Februari,"Rp114,235"
16,Sumatera Selatan,Daging Kerbau Beku (Impor),2025,Februari,-
17,Bengkulu,Daging Kerbau Beku (Impor),2025,Februari,-
18,Lampung,Daging Kerbau Beku (Impor),2025,Februari,-
19,Kepulauan Bangka Belitung,Daging Kerbau Beku (Impor),2025,Februari,-
21,Kepulauan Riau,Daging Kerbau Beku (Impor),2025,Februari,-
31,DKI Jakarta,Daging Kerbau Beku (Impor),2025,Februari,-
32,Jawa Barat,Daging Kerbau Beku (Impor),2025,Februari,"Rp100,938"
33,Jawa Tengah,Daging Kerbau Beku (Impor),2025,Februari,"Rp123,575"
34,DI Yogyakarta,Daging Kerbau Beku (Impor),2025,Februari,-
35,Jawa Timur,Daging Kerbau Beku (Impor),2025,Februari,-
36,Banten,Daging Kerbau Beku (Impor),2025,Februari,"Rp110,882"
51,Bali,Daging Kerbau Beku (Impor),2025,Februari,-
52,Nusa Tenggara Barat,Daging Kerbau Beku (Impor),2025,Februari,-
53,Nusa Tenggara Timur,Daging Kerbau Beku (Impor),2025,Februari,-
61,Kalimantan Barat,Daging Kerbau Beku (Impor),2025,Februari,"Rp107,273"
62,Kalimantan Tengah,Daging Kerbau Beku (Impor),2025,Februari,"Rp96,104"
63,Kalimantan Selatan,Daging Kerbau Beku (Impor),2025,Februari,"Rp109,693"
64,Kalimantan Timur,Daging Kerbau Beku (Impor),2025,Februari,-
65,Kalimantan Utara,Daging Kerbau Beku (Impor),2025,Februari,"Rp94,502"
71,Sulawesi Utara,Daging Kerbau Beku (Impor),2025,Februari,-
72,Sulawesi Tengah,Daging Kerbau Beku (Impor),2025,Februari,-
73,Sulawesi Selatan,Daging Kerbau Beku (Impor),2025,Februari,"Rp110,625"
74,Sulawesi Tenggara,Daging Kerbau Beku (Impor),2025,Februari,-
75,Gorontalo,Daging Kerbau Beku (Impor),2025,Februari,-
76,Sulawesi Barat,Daging Kerbau Beku (Impor),2025,Februari,-
81,Maluku,Daging Kerbau Beku (Impor),2025,Februari,-
82,Maluku Utara,Daging Kerbau Beku (Impor),2025,Februari,-
92,Papua Barat,Daging Kerbau Beku (Impor),2025,Februari,-
91,Papua,Daging Kerbau Beku (Impor),2025,Februari,-
96,Papua Barat Daya,Daging Kerbau Beku (Impor),2025,Februari,-
93,Papua Selatan,Daging Kerbau Beku (Impor),2025,Februari,-
94,Papua Tengah,Daging Kerbau Beku (Impor),2025,Februari,-
95,Papua Pegunungan ,Daging Kerbau Beku (Impor),2025,Februari,-
11,Aceh,Daging Kerbau Segar (Lokal),2025,Februari,"Rp160,794"
12,Sumatera Utara,Daging Kerbau Segar (Lokal),2025,Februari,"Rp140,000"
13,Sumatera Barat,Daging Kerbau Segar (Lokal),2025,Februari,"Rp149,032"
14,Riau,Daging Kerbau Segar (Lokal),2025,Februari,"Rp100,000"
15,Jambi,Daging Kerbau Segar (Lokal),2025,Februari,"Rp137,500"
16,Sumatera Selatan,Daging Kerbau Segar (Lokal),2025,Februari,-
17,Bengkulu,Daging Kerbau Segar (Lokal),2025,Februari,"Rp150,000"
18,Lampung,Daging Kerbau Segar (Lokal),2025,Februari,-
19,Kepulauan Bangka Belitung,Daging Kerbau Segar (Lokal),2025,Februari,-
21,Kepulauan Riau,Daging Kerbau Segar (Lokal),2025,Februari,-
31,DKI Jakarta,Daging Kerbau Segar (Lokal),2025,Februari,-
32,Jawa Barat,Daging Kerbau Segar (Lokal),2025,Februari,-
33,Jawa Tengah,Daging Kerbau Segar (Lokal),2025,Februari,"Rp143,836"
34,DI Yogyakarta,Daging Kerbau Segar (Lokal),2025,Februari,-
35,Jawa Timur,Daging Kerbau Segar (Lokal),2025,Februari,-
36,Banten,Daging Kerbau Segar (Lokal),2025,Februari,"Rp134,194"
51,Bali,Daging Kerbau Segar (Lokal),2025,Februari,-
52,Nusa Tenggara Barat,Daging Kerbau Segar (Lokal),2025,Februari,-
53,Nusa Tenggara Timur,Daging Kerbau Segar (Lokal),2025,Februari,-
61,Kalimantan Barat,Daging Kerbau Segar (Lokal),2025,Februari,-
62,Kalimantan Tengah,Daging Kerbau Segar (Lokal),2025,Februari,-
63,Kalimantan Selatan,Daging Kerbau Segar (Lokal),2025,Februari,"Rp140,000"
64,Kalimantan Timur,Daging Kerbau Segar (Lokal),2025,Februari,-
65,Kalimantan Utara,Daging Kerbau Segar (Lokal),2025,Februari,-
71,Sulawesi Utara,Daging Kerbau Segar (Lokal),2025,Februari,-
72,Sulawesi Tengah,Daging Kerbau Segar (Lokal),2025,Februari,-
73,Sulawesi Selatan,Daging Kerbau Segar (Lokal),2025,Februari,"Rp130,000"
74,Sulawesi Tenggara,Daging Kerbau Segar (Lokal),2025,Februari,-
75,Gorontalo,Daging Kerbau Segar (Lokal),2025,Februari,-
76,Sulawesi Barat,Daging Kerbau Segar (Lokal),2025,Februari,-
81,Maluku,Daging Kerbau Segar (Lokal),2025,Februari,-
82,Maluku Utara,Daging Kerbau Segar (Lokal),2025,Februari,-
92,Papua Barat,Daging Kerbau Segar (Lokal),2025,Februari,-
91,Papua,Daging Kerbau Segar (Lokal),2025,Februari,-
96,Papua Barat Daya,Daging Kerbau Segar (Lokal),2025,Februari,-
93,Papua Selatan,Daging Kerbau Segar (Lokal),2025,Februari,-
94,Papua Tengah,Daging Kerbau Segar (Lokal),2025,Februari,-
95,Papua Pegunungan ,Daging Kerbau Segar (Lokal),2025,Februari,-
11, Aceh ,Beras SPHP,2025,Maret,"Rp12,768"
12, Sumatera Utara ,Beras SPHP,2025,Maret,"Rp12,841"
13, Sumatera Barat ,Beras SPHP,2025,Maret,"Rp12,935"
14, Riau ,Beras SPHP,2025,Maret,"Rp13,004"
15, Jambi ,Beras SPHP,2025,Maret,"Rp12,673"
16, Sumatera Selatan ,Beras SPHP,2025,Maret,"Rp12,458"
17, Bengkulu ,Beras SPHP,2025,Maret,"Rp12,491"
18, Lampung ,Beras SPHP,2025,Maret,"Rp12,326"
19, Kepulauan Bangka Belitung ,Beras SPHP,2025,Maret,"Rp12,626"
21, Kepulauan Riau ,Beras SPHP,2025,Maret,"Rp12,644"
31, DKI Jakarta ,Beras SPHP,2025,Maret,"Rp12,000"
32, Jawa Barat ,Beras SPHP,2025,Maret,"Rp12,405"
33, Jawa Tengah ,Beras SPHP,2025,Maret,"Rp12,355"
34, D.I Yogyakarta ,Beras SPHP,2025,Maret,"Rp12,360"
35, Jawa Timur ,Beras SPHP,2025,Maret,"Rp12,039"
36, Banten ,Beras SPHP,2025,Maret,"Rp12,317"
51, Bali ,Beras SPHP,2025,Maret,"Rp11,975"
52, Nusa Tenggara Barat ,Beras SPHP,2025,Maret,"Rp12,083"
53, Nusa Tenggara Timur ,Beras SPHP,2025,Maret,"Rp12,973"
61, Kalimantan Barat ,Beras SPHP,2025,Maret,"Rp12,993"
62, Kalimantan Tengah ,Beras SPHP,2025,Maret,"Rp12,839"
63, Kalimantan Selatan ,Beras SPHP,2025,Maret,"Rp12,821"
64, Kalimantan Timur ,Beras SPHP,2025,Maret,"Rp12,892"
65, Kalimantan Utara ,Beras SPHP,2025,Maret,"Rp13,002"
71, Sulawesi Utara ,Beras SPHP,2025,Maret,"Rp12,326"
72, Sulawesi Tengah ,Beras SPHP,2025,Maret,"Rp12,398"
73, Sulawesi Selatan ,Beras SPHP,2025,Maret,"Rp12,221"
74, Sulawesi Tenggara ,Beras SPHP,2025,Maret,"Rp12,275"
75, Gorontalo ,Beras SPHP,2025,Maret,"Rp12,437"
76, Sulawesi Barat ,Beras SPHP,2025,Maret,"Rp12,132"
81, Maluku ,Beras SPHP,2025,Maret,"Rp13,353"
82, Maluku Utara ,Beras SPHP,2025,Maret,"Rp13,310"
91, Papua ,Beras SPHP,2025,Maret,"Rp13,767"
